location,rating,ground_truth,model_prediction,text,final_text
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Terminal Pugur banyak sekali perubahan..,pugur ubah
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Lumayan gede pelabuhannya. Semoga terjaga kebersihannya. Berkualitas pelayanannya ke masyarakat luas, terlebih wisatawan yg berkunjung ke Batam & Bintan.",lumayan gede labuh moga jaga bersih kualitas layan masyarakat luas lebih wisatawan kunjung
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Udah lebih oke sekarang, semoga next bisa lebih banyak pilihan pembayaran selain cash",udah oke moga next pilih bayar cash
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Edisi # nyaman indah murah terjamin perjalanan y...bisa keliling pulau kecil pakai sevit but dr pelabuhan ferry punggur batam...sok cobaan tuh 👍👍👍👍 …,edisi nyaman indah murah jamin jalan y keliling kecil pakai sevit dr sok coba tuh
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Ok, Tapi perlu akses yang dekat untuk ke pelabuhan Roro. (Saran)",akses dekat saran
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Clean, comfortable and need more improvement for parking lots",error 500 server error 1500 that s error there error please try later that s know
Telaga Punggur Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Selalu overload saat musim liburan, dg kursi ruang tunggu terbatas dan ruangan yg panas..seharusnya dg PAD yg ada bisa utk diprioritaskan kenyamanan penumpang mengingat pelabuhan utama dr batam ke tanjungpinang",overload musim libur dg kursi batas ruang panas dg pad utk prioritas nyaman ingat utama dr
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Di lantai 3 kamu harus membeli tiket untuk bisa mendapatkan kursi keberangkatan kamu.,kamu beli dapat kursi berangkat kamu
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Semakin oke.
Damai dan tentram.
Semoga kedepan akan lebih indah dan khusus bagi penumpang merasakan kan keaman yg lebih baik lagi🤲
Kepri damai... …",makin oke damai tentram moga depan indah khusus rasa aman baik kepri damai
Telaga Punggur Ferry Terminal,1 bintang,NEGATIF,NETRAL,Parah signal IM3 ga bisa sama sekali akibatnya ga bisa untuk ehac,parah signal im sama akibat ehac
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Tempat yang tak pernah sepi. Semoga pembangunnanya lekas selesai.,tak sepi moga pembangunnanya lekas selesai
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Ruang Tunggu Nyaman, Ada Mushola kecil",nyaman mushola kecil
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Mesin XRay kadang berfungsi kadang tidak,mesin xray fungsi
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Bersih dan teratur, X-Ray nya blm jalan",bersih atur x ray
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,rute perjalanan mudik ke bintan😍 …,rute jalan mudik
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Asyik aja, pelayanan nya ramah",asyik layan ramah
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"tidak antri, gampang, parkir mudah, sudah dipugar, kelas internasional.",antri gampang parkir mudah pugar kelas
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Very difficult found taxi after afternoon. Need more improve,error 500 server error 1500 that s error there error please try later that s know
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Pelabuhannya sudah direnovasi tetapi pelayanannya harus ditingkatkan juga. Seperti penjempuyan taxi online belum bisa dipelabuhan ini, harusnya batam sudah mengikuti negara-negara tetangga lainnya.",labuh renovasi layan tingkat penjempuyan online labuh harus ikut negara negara tetangga lain
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Pelabuhan dengan fasilitas yang memiliki sarana prasarana yang memadai,fasilitas milik sarana prasarana pada
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Alhamdulillah, aman",error 500 server error 1500 that s error there error please try later that s know
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Lumayan lancar dimasa pandemi ini,tidak dipersulit untuk keluar daerah...",lumayan lancar masa pandemi sulit daerah
Telaga Punggur Ferry Terminal,1 bintang,NEGATIF,NETRAL,Utk yg nunggu dipelabuhn roro kurang tmpt duduknya... Mau duduk kursi kosong pegawai tak ijinkan tp ttp ada org lain yg duduk g jelas pegawainya!!! Klu bs tambh lg kursi utk nunggu kapal yg lm bgt! Udah gt utk apa beli online jam nya blh … Lainnya,utk nunggu dipelabuhn kurang tmpt duduk duduk kursi kosong pegawai tak ijinkan ttp org duduk g jelas pegawai klu bs tambh lg kursi utk nunggu lama udah gt utk online blh lain
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Lebih teratur n tertata .nampak mewah .,atur n tata nampak mewah
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,They like to made up. It's good compared to other domestic ferry terminal in Indonesia,error 500 server error 1500 that s error there error please try later that s know
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Alhamdulillah, sudah nyaman. Tidak ada lagi calo. Gedungnya sudah bagus.",alhamdulillah nyaman calo gedung bagus
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Terminal kapal antar pulau yg nyaman dan kelihatan mewah,antar nyaman lihat mewah
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"I still remember the first time I came here, ticket sellers shouting at me and my friends selling tickets. We were a little bit shocked, but remanied fine hahaha. Now the building is new and the service is better. Facility improves much, signs are informative and the port employees are friendly .",ingat pertama kesini jual riak teman jual sedikit kaget tetap baik hahaha gedung baru layan baik fasilitas tingkat tanda informatif pegawai labuh ramah
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Bgus
Bersih
Nyaman",bagus bersih nyaman
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Terminal Ferry antar pulau mulai rute Batam Yo tanjung pinang,labom,lagoi,uban dan Dabo Singkep dst..yg saat Fery data g dan pergi akan disuguhi dgn pemandangan pulau2 yg cukup indah utk diabadikan baik pulau kosong ataupun yg berpenghuni … Lainnya",antar mulai rute yo labom lago dabo singkep fery data g suguh pandang indah utk abadi baik kosong atau hun lain
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Nice & clean ferry terminal,error 500 server error 1500 that s error there error please try later that s know
Telaga Punggur Ferry Terminal,1 bintang,NEGATIF,NETRAL,Tak di bolehkan order taxi online.,error 500 server error 1500 that s error there error please try later that s know
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Mempermudah perjalanan laut 👍 …,mudah jalan
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Smakin baik dan bagus Walaupun msh dlm perbaikan...,smakin baik bagus msh dlm baik
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Kalau mau ke Tanjungpinang dan Tanjung Uban PP lewat di sini,pp lewat
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Cukup Baik,baik
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Perjalanan menuju kampung halaman,jalan tuju kampung halaman
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Skrg jd lbh bagus stlh renovasi,jd lbh bagus stlh renovasi
Telaga Punggur Ferry Terminal,2 bintang,NEGATIF,NETRAL,"Pelabuhan lokal yg menyediakan transportasi ke pulau-pulau di Kepri, mayoritas kapal menuju ke Tanjung Pinang.
Tempat Parkir yang disediakan tidak jelas, banyak oknum2 taxi yang bermain … Lainnya",lokal sedia transportasi kepri mayoritas tuju parkir sedia jelas oknum main lain
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Sudah mulai tertata dgn baik,mulai tata baik
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Tepat waktu,tepat
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Bangunannya bersih, tqpi masih banyak space kosong yang tidak terpakai didalam bangunan yang seharusnya bisa di manfaatkan lebih baik lagi",bangun bersih tqpi space kosong pakai dalam bangun manfaat baik
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Terminal Ferry yang melayani keberangkatan ke berbagai tujuan yang ada di Kepri. Tempatnya luas, fasilitas disini cukup lengkap, adanya tempat penjualan tiket, ATM bersama BNI & Mandiri, kantin stefi, permainan untuk anak"", free charging … Lainnya",layan berangkat bagai kepri luas fasilitas sini lengkap ada jual atm sama bni mandiri kantin stefi main anak free charging lain
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Terlalu sempit utk ukuran lalu lintas antar pulau yg cukup oadat,terlalu sempit utk ukur lintas antar oadat
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Bagus sebagai Pelabuhan Kapal Penyeberangan antar Pulau di Riau n Kepulauan.,bagus antar riau n pulau
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Naik kapal Ferry disini kita akan disuguhkan dengan pemandangan laut nan indah.. angin yg kencang.. dan Singapura pun terlihat tidak jauh dari mata.. sungguh Indonesia yang mempesona,sini suguh pandang nan indah angin kencang lihat jauh mata sungguh pesona
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Fasilitas udah oke, tinggal tingkatkan jam pelayaran kapal ke berbagai pulau",fasilitas udah oke tinggal tingkat layar bagai
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Kapan nanti jadi seperti vivo city,vivo
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Jetty to Bintan/Tanjungpinang
Pelabuhan ferry jurusan tanjungpinang speedboat jurusan tanjung uban",jetty jurus speedboat jurus
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Seems still on construction progress. But the terminal looks like modern one already. Have 3 ticket counters. From this terminal you could go to Tanjung Pinang city and Tanjung Uban. Last ferry to Tanjung Pinang is 5.30 pm.,seperti proses konstruksi terminal lihat modern milik akhir pm
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelayanannya nyaman, bagus dan terasa seperti di bandara",layan nyaman bagus asa bandara
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Kota kecil yg indah. Landscape yg memukau,kecil indah landscape pukau
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Semakin canti rapi pelabuhannya,makin canti rapi labuh
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Tempat pulang pergi nya penumpang kapal atau pun roro terbaik di batam....

Terkadang juga sering dijadikan tmpt transaksi kirim barang luar pulau, sudah jarang terjadinya keributan antar pangkalan ojek didaerah tersebut...",pulang baik terkadang jadi tmpt transaksi kirim jadi ribut antar pangkal ojek daerah sebut
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Nyaman saat tidak berdesakan..ga mesti takut kelaparan,nyaman desa mesti takut lapar
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Terminal ferry untuk penyebrangan ke beberapa pulau atau daerah seputar kepri.,penyebrangan daerah putar kepri
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Terminal Ferry Telaga Punggur terletak di Jl. Patimura, Kabil, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29467.
Dari bandara Hang Nadim Batam ke Punggur hanya 20 menit saja menggunakan taxy. … Lainnya",letak jl patimura kabil camat nongsa pulau riau bandara hang nadim guna taxy lain
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Sekarang udah bagus pelabuhannya,udah bagus labuh
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"fasilitas sudah bagus, hanya saja di tangga keberangkatan menggunakan eskalator tangga padahal banyak penumpang yang membawa barang bawaan, jadinya tidak efisien. masih banyak orang yang merokok, diperlukan pelatihan manajerial sehingga ""humans""nya bisa seperti di bandara pada umumnya",fasilitas bagus tangga berangkat guna eskalator tangga bawa bawa jadi efisien rokok perlu latih manajerial humans bandara umum
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Ramai, ada lift dan eskalator, cukup rapih, pelayanan baik, kapal tiap setengah jam ada.",ramai lift eskalator rapih layan baik tiap tengah
Telaga Punggur Ferry Terminal,1 bintang,NEGATIF,NETRAL,Pelayanan buruk,layan buruk
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,70eb ke bandara sekali kemaren t,eb bandara kemaren t
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Driver taksi atau ojeknya itu loh. Krng ramah.,driver ojek loh krng ramah
Telaga Punggur Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Pelayanan buruk, pusat informasi terbatas. Petugas tiket tidak memberitahukan jadwal yang sebenarnya, sehingga keberangkatan lebih cepat dari jam yang telah ditentukan.",layan buruk pusat informasi batas tugas memberitahukan jadwal benar berangkat cepat tentu
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,One of the busiest harbour in Batam. They said 200.000 passengers over a week pass through this harbour. Been there to get to Tanjung Pinang in a weekday normal day and its busy. Ferry’s busy on every hour. I think they need to improve the harbour as this one has thousands passengers domestic and internationally.,error 500 server error 1500 that s error there error please try later that s know
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Ticket prices to Tanjungpinang are Rp80.500,prices rp
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Good view. Less crowded. Safe boarding,error 500 server error 1500 that s error there error please try later that s know
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Tempat nya skrg sangat nyaman dan modern...,nyaman modern
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Sangat rapi dan teratur,rapi atur
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Sedang tahap pembangunan untuk pelebaran dan peningkatan fasilitas. Parkir untuk mobil/motor bermalam juga banyak di depan area ini. Sehingga penumpang bisa menitipkan motor/mobilnya untuk beberapa hari.,tahap bangun lebar tingkat fasilitas parkir motor malam titip motor mobil
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelabuhan laut batam ke tanjungpinang... Bagi yg berpergian di masa pandemi, cukup mengisi eHAC dan menjaga jarak.. Di pintu masuk ada sensor suhu tubuh tinggal arahkan telapak tangan ke sensor, jd mengurangi antrian",pergi masa pandemi isi ehac jaga jarak pintu sensor suhu tubuh tinggal arah telapak tangan sensor jd kurang antri
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"pelabuhan penyebrangan yg bagus,  bersih,  teratur, ada improvement dibanding 15 thn yg lalu",penyebrangan bagus bersih atur improvement banding thn
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,hanya lewat sandar sekilas luas parkirannya,lewat sandar kilas luas parkir
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Bagus cuma sayang tempat roronya nyandar 1,bagus sayang roronya nyandar
Telaga Punggur Ferry Terminal,1 bintang,NEGATIF,NETRAL,Tempat penyebrangan dari batam ke tg pinang dan sebaliknya,penyebrangan tg balik
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Bersihh selaluu, no comment hehe
untuk harga tiket rasanya setahun udah naik 😂 .. lumayan juga kalo batam pp tanjungpinang
tiketnya 69k + 10k …",bersihh selaluu comment hehe harga rasa tahun udah lumayan pp tiket k k
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Terminal ferry telaga punggur sangat layak menjadi terminal ferry internasional.. bangunan 3 lantai dengan interior sangat memanjakan penumpang.. mendukung mobilitas penumpang disediakan lift dan skalator.. dijamin penumpang betah berlama2 … Lainnya,layak jadi bangun interior manja dukung mobilitas sedia lift skalator jamin betah lama lain
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"fasilitas semakin baik,  dekat halte busway",fasilitas makin baik dekat halte busway
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Halte  dibikin tempat parkir  jadi kakau kita menurunkan penumpang susah dan halte terlalu dekat dengan gate keluar mobil dari pelabuhan mohon ditertipkan mobil yg parkir trmks,halte bikin parkir kakau turun susah halte terlalu dekat mohon tip parkir trmks
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Baru pertama kali ke telaga Punggur mau ke pinang,baru pertama
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Pelayanan dan prasarana di pelabuhan telaga punggur cukup memuaskan,nyaman,aman,tertib,bersih dan modern,tapi sarana/tempat parkir kendaraan baik roda empat mau pun roda dua belum memadai",layan prasarana muas nyaman aman tertib bersih modern sarana parkir kendara baik roda empat roda pada
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Terminal Ferry yang aman dan nyaman,aman nyaman
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Gedung megah... Cuma kurang tertata,gedung megah kurang tata
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Pelabuhan punggur saat ini sudah lumayan bagus..80% ok..,lumayan bagus
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Terminal kapal yg bersih dan tertib utk perjalanan anda,bersih tertib utk jalan
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Setiap selang waktu  15 menit, akan ada ferry yang berangkat ke tanjung Pinang, ibukota prov. Kep. Riau-Indonesia..",selang berangkat ibukota prov kep riau
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Masih Sepi Penumpang yang disaat new normal,sepi saat new normal
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Terminal ferry nya sekarang lebih bagus dari yg dulu..ruang tunggu keberangkatan lebih nyaman,bagus dulu berangkat nyaman
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Tempat berangkatnya kapal ke beberapa pulau, banyak spot untuk foto2.",berangkat spot foto
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Jadwal berangkat tepat waktu... terimakasih,jadwal berangkat tepat terimakasih
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Akses pelabuhan very tanjungpinang ,batam, uban, dan wilayah lain dikepri
Semkin bagus dan tertata rapih, semoga kedepannya konstruksinya ttp bertahan lama,",akses wilayah dikepri semkin bagus tata rapih moga depan konstruksi ttp tahan lama
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Fasilitasnya lumayan, cuman masih belum terlalu tertib.",fasilitas lumayan cuman terlalu tertib
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Pelabuhan domestik batam tujuan antar kota batam dan kabupaten di kepualaun riau.,antar kabupaten kepualaun riau
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"New renovation port, looks much better.",error 500 server error 1500 that s error there error please try later that s know
Telaga Punggur Ferry Terminal,1 bintang,NEGATIF,NETRAL,Kotor dan tidak nyaman karna banyak taxi pangkalan yg arogan dan kurang sopan,kotor nyaman pangkal arogan kurang sopan
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Tempat yang bagus nyaman gak ribet,bagus nyaman ribet
Telaga Punggur Ferry Terminal,2 bintang,NEGATIF,NETRAL,"Masih berantakan kalo di bandingkan sama pelabuhan negara tetangga. Kayak gak ada pengelolanya. Kalo yang baru pertama kali masuk pelabuhan ini pake mobil, yakin deh bingung.",beranta banding sama negara tetangga kayak kelola baru pertama pake yakin bingung
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Parkir mobil selalu full..,parkir full
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelabuhan penyeberangan dari batam ke tanjung pinang, tanjung uban dll.

Didalam terminal banyak terdapat tempat makan dan toko oleh oleh.",dalam dapat makan toko
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Ke area parkir Jauh Kalo bawa barang berat,parkir jauh berat
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Kapal ferry dn roro sebelahan pelabuhan nya,dn belah
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Standart internasional. Tapi belum aktif 100 persen,standart aktif persen
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Sdh mulai bagus pelayanan nya,sdh mulai bagus layan
Telaga Punggur Ferry Terminal,2 bintang,NEGATIF,NETRAL,Parkirnya tidak rapi. Jalan oenuh dengan mobil. Semoga bisa dirapikan. Dan pembangunannya dipercepat penyelesaiannya.,parkir rapi oenuh moga rapi bangun cepat selesai
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Rapih terminalnya, bersih. Pelabuhan kelas bandara nih.
Iya lah internasionaal.
Setiap hari kedatangan arrival,siapa soh arival tuh?",rapih terminal bersih kelas bandara nih iya lah internasionaal datang arrival soh arival tuh
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Penyeberangan yg bersih dan ok,bersih
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Mulai tertata rapi walaupun dari pintu masuk ke dermaga masih terasa jauh,mulai tata rapi pintu dermaga asa jauh
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Rapi dan bersih, alhamdulillah bisa meraskaan nyeberang disini.",rapi bersih alhamdulillah meraskaan nyeberang sini
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Clean and nice.  Better if it can have a proper sign and instruction,error 500 server error 1500 that s error there error please try later that s know
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Kalian pasti tau tempat ini..,tau
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelayanan cepat, tidak ribet, dan on time. Pokoknya gk ngecewain deh, good job buat petugasya",layan cepat ribet pokok ngecewain job petugasya
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelabuhan telaga punggur menjadi dermaga untuk berangkat ke pinang
Dengan menggunakan kapal roro besar kita juga bisa berangkat ke buton dari pelabuhan ini",jadi dermaga berangkat guna besar berangkat buton
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Ruang tunggu bagus n bersih. Tdk ada lagi calo,bagus n bersih calo
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Sudah lumyan dermaganya...3 lantai,lumyan dermaga
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Bagus... Rapih Dan bersih juga nyaman.,bagus rapih bersih nyaman
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Sudah sangat terorganisir dengan baik. Bersih.,organisir baik bersih
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Ok mantap,mantap
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Ditingkatkan lagi/ditambah mungkin speadboat nya ,,",tingkat tambah speadboat
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Menuju perjuangan,tuju juang
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Sekarang pelabuhan ini sudah bagus & menggunakan eskalator untuk menaiki second floor, juga kebersihan terjaga",bagus guna eskalator naik second floor bersih jaga
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Pelabuhan dengan fasilitas yg lengkap..,fasilitas lengkap
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Sayang lahan parkirnya berantakan,sayang lahan parkir beranta
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelabuhan kapal Ferry untuk angkutan penumpang saja,  yang menghubungkan kota Batam dengan kota-kota lain di wilayah provinsi kepulauan Riau. Baru direnovasi jadi lebih megah, namun proyeknya belum 100% selesai, malah terhenti.",angkut hubung wilayah provinsi pulau riau baru renovasi megah proyek selesai malah henti
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Fasilitas nya sangat memuaskan,fasilitas muas
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Bagus sudah ada jalur sendiri untuk kendaraan,bagus jalur sendiri kendara
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Nyaman, fasilitas bagus",nyaman fasilitas bagus
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Mau kesini lagi,kesini
Telaga Punggur Ferry Terminal,2 bintang,NEGATIF,NETRAL,"Susah cari parkir, penataan sangat jelek",susah cari parkir tata jelek
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Agak ribet juga ketika bawa motor atau mobil, area parkir tidak nyaman dan kadang berair. Tapi ya sesuai dengan tarif parkir (motor seribu rupiah).
Harus naik turun dan ada sistem Harbor Tax. Walaupun demikian Harbor Tax sudah … Lainnya",ribet motor parkir nyaman air sesuai tarif parkir motor ribu rupiah sistem harbor tax harbor tax lain
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Bagusss bersih dan nyaman,bagusss bersih nyaman
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelabuhannya sudah bagus, dan lengkap. Untuk akses keluar mobil kurang tepat, jalan yang harusnya bisa digunakan dipakai untuk parkir dan jalur taxi",labuh bagus lengkap akses kurang tepat harus guna pakai parkir jalur
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Bersih dan langsung banyak taxi kemanapun kita mau.,bersih langsung mana
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Setelah renovasi jadi lebih baik,renovasi baik
Telaga Punggur Ferry Terminal,1 bintang,NEGATIF,NETRAL,Pelayanan karyawan Oceana yg tidak sopan,layan karyawan oceana sopan
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Bangunan terminal masih dalam tahap penyempurnaan, fasilitas udah bagus, minus ga ada ATM. Untuk level pelabuhan domestik udah bagus.",bangun tahap sempurna fasilitas udah bagus minus atm level udah bagus
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"""Fasilitas-Nya Sangat Memuaskan.""",fasilitas muas
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Welcome to Batam! This terminal is generally less busy and there are limited schedules for ferries. Very near to Turi Beach and Badak Bike Park,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Cozzy place,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"Penyebrangan yang memiliki fasilitas cukup lengkap seperti ada kantin, Mosholah dan toko oleh-oleh",penyebrangan milik fasilitas lengkap kantin mosholah toko
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"Nice place, view, and friendly ferry receptionist",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,1 star,NEGATIF,NETRAL,Only 1 immigration officer for a latge ferry. Took almost 3 hours to leave the terminal.,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,nice,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Adequate. The officer is friendly enough to switch on the fan for the passengers queueing to clear immigration. Thumb up.,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Aircon please,error 500 server error 1500 that s error there error please try later that s know
